RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30
395025,13,"Riverside, CA",Msa,CA,390632.0,393300.0,396633.0,402666.0,406633.0,409966.0,409633.0,406333.0,402999.0,399966.0,399633.0,398600.0,398300.0,398600.0,402967.0,408300.0,415000.0,419967.0,423267.0,423267.0,419967.0,416667.0,415000.0,414817.0,415117.0,418450.0,423300.0,426333.0,428000.0,434667.0,446800.0,461800.0,472133.0,480000.0,485000.0,490000.0,491633.0,493300.0,494933.0,506633.0,519967.0,533333.0,541333.0,546300.0,549630.0
394976,14,"Phoenix, AZ",Msa,AZ,339135.0,345082.0,353442.0,358846.0,361735.0,360171.0,356807.0,351692.0,348294.0,346255.0,345932.0,345932.0,347937.0,350656.0,354088.0,358540.0,362924.0,366323.0,366968.0,368022.0,369721.0,371454.0,373830.0,377194.0,383278.0,390044.0,396535.0,392117.0,387053.0,385974.0,396169.0,404665.0,407784.0,407816.0,407647.0,407647.0,408372.0,409269.0,414997.0,424967.0,438300.0,449967.0,459997.0,466748.0,471748.0
395078,15,"Seattle, WA",Msa,WA,508300.0,528150.0,558150.0,583117.0,596600.0,599600.0,592933.0,581283.0,568300.0,564667.0,562317.0,562300.0,564300.0,578300.0,601650.0,626650.0,643000.0,645997.0,638330.0,626997.0,618983.0,616633.0,618267.0,621617.0,631617.0,648300.0,664967.0,664967.0,661650.0,661650.0,670000.0,673000.0,664667.0,654667.0,643167.0,639817.0,641483.0,654980.0,668313.0,684963.0,693300.0,699983.0,699833.0,693166.0,689817.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,354455.0,371734.0,387317.0,392961.0,391230.0,383300.0,374643.0,367406.0,359787.0,355978.0,351096.0,351061.0,356567.0,368721.0,384304.0,392961.0,394693.0,387802.0,382365.0,373708.0,368479.0,361796.0,361363.0,361398.0,368358.0,379144.0,389498.0,392961.0,392823.0,392823.0,394519.0,392927.0,386036.0,377396.0,368773.0,368739.0,370826.0,378927.0,386963.0,391930.0,391797.0,387433.0,383800.0,377933.0,371300.0
395056,17,"San Diego, CA",Msa,CA,704663.0,721330.0,735997.0,749333.0,749633.0,749633.0,742633.0,725967.0,706267.0,689933.0,681633.0,676667.0,676333.0,681329.0,692996.0,713163.0,732833.0,745833.0,746000.0,746000.0,746000.0,745667.0,742633.0,742633.0,745967.0,755667.0,769333.0,769633.0,769633.0,781267.0,814600.0,837933.0,835967.0,822667.0,809333.0,808000.0,813000.0,830000.0,841667.0,856333.0,856333.0,856000.0,849333.0,846000.0,842666.0
395121,18,"St. Louis, MO",Msa,MO,190800.0,191267.0,196567.0,204933.0,213267.0,218267.0,219725.0,219425.0,219125.0,217667.0,214667.0,209967.0,206300.0,207933.0,216133.0,227800.0,237800.0,242967.0,243887.0,242220.0,240520.0,238233.0,234900.0,229933.0,228300.0,231633.0,237632.0,242798.0,249128.0,255097.0,259897.0,259233.0,257433.0,254776.0,251809.0,246609.0,245300.0,248925.0,257259.0,264559.0,263267.0,259733.0,252767.0,247733.0,241300.0
395148,19,"Tampa, FL",Msa,FL,260148.0,260148.0,261786.0,265031.0,269883.0,273096.0,273063.0,270391.0,267178.0,263998.0,261818.0,259569.0,258975.0,258975.0,262348.0,267762.0,275505.0,280485.0,282060.0,280774.0,279457.0,279135.0,277529.0,275634.0,273063.0,273060.0,274342.0,274053.0,275647.0,279184.0,286895.0,293337.0,298124.0,302943.0,304228.0,302975.0,300484.0,299566.0,304933.0,314933.0,331600.0,346600.0,359900.0,368267.0,373300.0
394358,20,"Baltimore, MD",Msa,MD,303233.0,299900.0,304933.0,313300.0,326633.0,337967.0,345967.0,345967.0,341485.0,335151.0,328518.0,320000.0,313333.0,311667.0,316667.0,327699.0,339366.0,347699.0,350000.0,349967.0,346600.0,341600.0,334633.0,327967.0,322933.0,323233.0,329933.0,339443.0,347810.0,356143.0,363008.0,364675.0,361342.0,355000.0,348300.0,339967.0,331633.0,331633.0,338300.0,346633.0,355000.0,358300.0,361600.0,356567.0,351600.0
394530,21,"Denver, CO",Msa,CO,"","","","","","","","",494667.0,487667.0,481000.0,477667.0,481333.0,492667.0,508000.0,519667.0,523872.0,522205.0,517205.0,509967.0,502967.0,497967.0,497967.0,501300.0,512133.0,528800.0,542467.0,545800.0,542500.0,542500.0,548333.0,551667.0,545633.0,534528.0,526161.0,528525.0,536297.0,549663.0,563167.0,580467.0,597133.0,612300.0,621333.0,623000.0,623000.0
394982,22,"Pittsburgh, PA",Msa,PA,171567.0,169900.0,173233.0,177267.0,183133.0,184833.0,184166.0,181633.0,179933.0,178267.0,175933.0,172633.0,170933.0,170966.0,175300.0,181967.0,189300.0,194933.0,198267.0,199600.0,198967.0,195633.0,190967.0,184967.0,183300.0,185933.0,192567.0,197567.0,204900.0,214900.0,227597.0,234263.0,234297.0,233133.0,231467.0,229800.0,227967.0,229300.0,233633.0,240600.0,245933.0,246567.0,239600.0,229633.0,222967.0
394998,23,"Portland, OR",Msa,OR,462509.0,468952.0,475399.0,481813.0,483428.0,483428.0,480204.0,473726.0,465667.0,459221.0,455998.0,454386.0,456014.0,459253.0,465700.0,470551.0,473790.0,473822.0,472178.0,468923.0,464088.0,459285.0,456094.0,456094.0,459317.0,467376.0,473822.0,473806.0,473806.0,475418.0,485104.0,489616.0,493803.0,497027.0,505375.0,514371.0,521761.0,524347.0,533300.0,549967.0,573300.0,588333.0,593000.0,586333.0,579667.0
394458,24,"Charlotte, NC",Msa,NC,337967.0,338000.0,343000.0,349666.0,356266.0,358600.0,355583.0,349028.0,342028.0,335378.0,330568.0,326868.0,325202.0,328300.0,335000.0,343333.0,351633.0,356133.0,356133.0,352167.0,346967.0,344300.0,341633.0,342167.0,343000.0,346333.0,351167.0,352967.0,357633.0,362967.0,374167.0,379598.0,381646.0,378813.0,377048.0,375000.0,374997.0,377120.0,383787.0,395457.0,408330.0,415330.0,415330.0,408667.0,405333.0
395045,25,"Sacramento, CA",Msa,CA,462983.0,468667.0,476983.0,485650.0,491650.0,491633.0,486633.0,479967.0,472300.0,465633.0,458933.0,456300.0,458300.0,466333.0,481000.0,492650.0,504617.0,513283.0,521600.0,522966.0,517933.0,509633.0,503296.0,504996.0,511330.0,521000.0,527667.0,528000.0,527667.0,529167.0,538833.0,547833.0,559663.0,568330.0,579663.0,586650.0,594650.0,597650.0,594000.0,602667.0,611667.0,625000.0,625000.0,618333.0,611667.0
395055,26,"San Antonio, TX",Msa,TX,279966.0,280000.0,283000.0,288666.0,295000.0,298333.0,297667.0,293500.0,288478.0,283478.0,281478.0,280833.0,280833.0,280633.0,281633.0,284966.0,289966.0,292966.0,292933.0,289633.0,286550.0,283247.0,281247.0,278997.0,278633.0,278967.0,282633.0,286167.0,290167.0,293800.0,297300.0,299933.0,299600.0,297933.0,294463.0,290616.0,288279.0,289113.0,292993.0,298543.0,303380.0,312046.0,326833.0,340667.0,347300.0
394943,27,"Orlando, FL",Msa,FL,299900.0,302933.0,309300.0,317667.0,323000.0,325000.0,324967.0,323267.0,319933.0,314933.0,308300.0,303267.0,299933.0,299933.0,303463.0,310163.0,318497.0,323333.0,325000.0,325000.0,325633.0,325633.0,325633.0,325000.0,324990.0,326623.0,328923.0,326233.0,322933.0,320967.0,325333.0,328667.0,330867.0,332467.0,332467.0,331567.0,328300.0,326633.0,328333.0,335000.0,343333.0,354967.0,366300.0,377967.0,384633.0
394466,28,"Cincinnati, OH",Msa,OH,218300.0,219967.0,231600.0,248267.0,261600.0,267633.0,265967.0,259300.0,252300.0,245633.0,242000.0,236300.0,232967.0,236633.0,249967.0,266300.0,279467.0,285800.0,287800.0,284300.0,278567.0,271900.0,265533.0,261300.0,261267.0,269600.0,283233.0,295600.0,308967.0,322300.0,333300.0,334633.0,327667.0,319300.0,309630.0,304963.0,304663.0,312633.0,323963.0,337630.0,351297.0,354967.0,351169.0,337869.0,327568.0
394475,29,"Cleveland, OH",Msa,OH,161411.0,161567.0,164900.0,171267.0,176267.0,181300.0,183300.0,183300.0,181600.0,179867.0,178233.0,176567.0,174800.0,176433.0,179767.0,185371.0,191737.0,196737.0,199300.0,196267.0,192933.0,188267.0,184933.0,181600.0,179900.0,180600.0,185633.0,192000.0,201300.0,209600.0,218267.0,221300.0,214633.0,206267.0,196567.0,192267.0,190467.0,197133.0,211133.0,226267.0,235800.0,234467.0,227500.0,214667.0,205500.0
394735,30,"Kansas City, MO",Msa,MO,254933.0,259967.0,269633.0,274633.0,277317.0,275983.0,275150.0,272467.0,272967.0,280467.0,287133.0,293300.0,296600.0,306633.0,319933.0,331283.0,337917.0,336267.0,329933.0,319933.0,312950.0,308267.0,304967.0,301967.0,306333.0,316333.0,332667.0,342667.0,352667.0,359633.0,364933.0,361600.0,353300.0,344000.0,339000.0,335667.0,336633.0,346933.0,361917.0,378200.0,383233.0,379583.0,366667.0,354633.0,346399.0
394775,31,"Las Vegas, NV",Msa,NV,290167.0,291967.0,294967.0,306300.0,324333.0,341333.0,349333.0,347967.0,341300.0,333297.0,324963.0,321597.0,318233.0,314933.0,312299.0,312833.0,316167.0,320500.0,323333.0,324333.0,322633.0,320933.0,319933.0,319967.0,321583.0,325883.0,334217.0,335633.0,333000.0,329633.0,334630.0,341297.0,344663.0,346333.0,347167.0,347167.0,345833.0,345000.0,353333.0,371000.0,395967.0,415967.0,426633.0,435000.0,443667.0
394492,32,"Columbus, OH",Msa,OH,254267.0,268467.0,285133.0,302433.0,311600.0,316933.0,315267.0,306933.0,294933.0,283267.0,274767.0,268133.0,264800.0,269967.0,286633.0,306633.0,319967.0,325933.0,325967.0,320300.0,309330.0,295330.0,285963.0,280300.0,282600.0,292267.0,306233.0,316233.0,326567.0,336567.0,344933.0,341600.0,329967.0,321297.0,317963.0,318284.0,316662.0,319829.0,327838.0,338127.0,341627.0,337963.0,331300.0,324633.0,314960.0
394705,33,"Indianapolis, IN",Msa,IN,210250.0,215217.0,227183.0,251600.0,272467.0,284133.0,279767.0,270267.0,260267.0,249600.0,239932.0,233265.0,229965.0,234967.0,248300.0,266633.0,281600.0,286633.0,284933.0,279933.0,274933.0,269933.0,264633.0,257967.0,256300.0,261133.0,272800.0,282800.0,291611.0,302244.0,310911.0,315900.0,309930.0,299630.0,286330.0,277630.0,274263.0,277563.0,284567.0,292900.0,297567.0,298935.0,295602.0,294302.0,291633.0
395059,34,"San Jose, CA",Msa,CA,1071296.0,1104629.0,1154629.0,1208333.0,1246000.0,1262629.0,1245629.0,1199592.0,1149629.0,1115963.0,1082633.0,1048633.0,1015596.0,1031963.0,1065963.0,1112667.0,1139000.0,1155667.0,1142667.0,1116333.0,1099650.0,1099317.0,1095946.0,1069296.0,1068962.0,1102666.0,1162666.0,1188333.0,1191333.0,1208000.0,1237108.0,1254108.0,1253775.0,1243000.0,1242983.0,1226317.0,1215983.0,1215833.0,1232833.0,1249833.0,1266629.0,1283129.0,1283463.0,1266167.0,1249333.0
394355,35,"Austin, TX",Msa,TX,375421.0,377345.0,381848.0,386736.0,388213.0,388246.0,385010.0,378693.0,372214.0,367355.0,364083.0,359548.0,356786.0,358438.0,365813.0,375063.0,381510.0,378994.0,370552.0,361190.0,354709.0,351447.0,349471.0,346233.0,346266.0,350169.0,360992.0,368787.0,377550.0,387784.0,399749.0,410731.0,418182.0,424571.0,428530.0,429800.0,431019.0,436825.0,452000.0,473333.0,490000.0,503333.0,513333.0,521333.0,527277.0
395194,36,"Virginia Beach, VA",Msa,VA,257984.0,257823.0,260691.0,265201.0,270484.0,274059.0,276346.0,276379.0,276056.0,273769.0,272127.0,270355.0,271192.0,274124.0,279117.0,284721.0,288233.0,289811.0,289811.0,289811.0,289521.0,289231.0,289231.0,289521.0,289811.0,289843.0,293064.0,297554.0,303994.0,309679.0,314852.0,318045.0,317223.0,316256.0,312652.0,307930.0,302463.0,299767.0,301467.0,306600.0,309963.0,309963.0,304997.0,301633.0,299967.0
394902,37,"Nashville, TN",Msa,TN,383041.0,384440.0,386145.0,388567.0,388567.0,386862.0,383348.0,376831.0,372396.0,369052.0,367347.0,364992.0,363491.0,363525.0,365197.0,368438.0,373215.0,376627.0,376243.0,373138.0,369726.0,368063.0,366118.0,363593.0,360523.0,360761.0,363286.0,366679.0,371660.0,376812.0,383621.0,387169.0,390547.0,391263.0,390956.0,389250.0,388587.0,394473.0,402324.0,414324.0,426795.0,439963.0,451597.0,453933.0,455297.0
395005,38,"Providence, RI",Msa,RI,346009.0,347792.0,353071.0,360063.0,365308.0,367021.0,367056.0,367056.0,367056.0,365273.0,361427.0,356218.0,354470.0,357966.0,366356.0,376180.0,383487.0,387298.0,387962.0,387962.0,387648.0,385935.0,382438.0,375761.0,370517.0,373698.0,384187.0,394640.0,401947.0,408939.0,419462.0,425790.0,422329.0,411806.0,400269.0,396423.0,396606.0,407169.0,408000.0,413333.0,413000.0,427000.0,437000.0,442300.0,439267.0
394862,39,"Milwaukee, WI",Msa,WI,216267.0,217933.0,226267.0,238100.0,249467.0,256133.0,257967.0,254933.0,249933.0,244600.0,237933.0,232633.0,231267.0,234300.0,237933.0,237967.0,237300.0,237300.0,238933.0,239900.0,236567.0,231900.0,226767.0,221800.0,219800.0,221600.0,231567.0,241567.0,251567.0,256600.0,259967.0,256633.0,249967.0,242633.0,236000.0,230967.0,224933.0,223233.0,224900.0,229933.0,237467.0,237500.0,232467.0,222933.0,219433.0
394714,40,"Jacksonville, FL",Msa,FL,300963.0,304930.0,309963.0,314633.0,316333.0,316300.0,312967.0,307966.0,302666.0,298000.0,296300.0,296266.0,296266.0,297633.0,299667.0,304667.0,311667.0,313997.0,310663.0,303963.0,299633.0,299467.0,299163.0,298330.0,298480.0,301813.0,306313.0,307327.0,309327.0,312327.0,317963.0,319300.0,317967.0,314667.0,309330.0,307330.0,307560.0,312197.0,318193.0,327930.0,338963.0,346633.0,350000.0,350163.0,353463.0
394849,41,"Memphis, TN",Msa,TN,187574.0,182803.0,181245.0,184140.0,187320.0,194923.0,200012.0,205610.0,207233.0,208791.0,209109.0,206247.0,203098.0,200712.0,203575.0,208346.0,215980.0,221069.0,224250.0,224218.0,223839.0,223807.0,223839.0,224218.0,222660.0,222628.0,225809.0,230580.0,236242.0,241649.0,248011.0,251892.0,248075.0,245530.0,243940.0,243908.0,242127.0,238931.0,239608.0,242642.0,249500.0,252967.0,254967.0,255300.0,258300.0
394935,42,"Oklahoma City, OK",Msa,OK,236174.0,238234.0,243038.0,248223.0,252721.0,253412.0,253412.0,250661.0,248942.0,247191.0,247195.0,247162.0,249557.0,254330.0,262914.0,271465.0,278020.0,279427.0,277101.0,272572.0,269447.0,267730.0,267799.0,267799.0,269516.0,273465.0,278821.0,282255.0,286891.0,293930.0,299730.0,301103.0,297326.0,294943.0,293192.0,291440.0,290229.0,292744.0,300583.0,312283.0,317283.0,313967.0,305600.0,299933.0,296799.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,232000.0,240300.0,253933.0,266567.0,274600.0,276600.0,274800.0,271467.0,267833.0,265700.0,261783.0,256783.0,254050.0,256967.0,266300.0,277833.0,287133.0,291100.0,289600.0,284633.0,277967.0,269600.0,259933.0,251967.0,248500.0,253133.0,264681.0,278148.0,290148.0,296567.0,299600.0,296300.0,287967.0,277967.0,265630.0,258963.0,255630.0,261297.0,269645.0,278312.0,285615.0,288800.0,287100.0,281467.0,273267.0
394669,44,"Hartford, CT",Msa,CT,273932.0,278364.0,286853.0,292785.0,296501.0,296502.0,296502.0,296195.0,294490.0,292785.0,289683.0,287978.0,286274.0,288012.0,291422.0,298240.0,303320.0,309320.0,309320.0,309013.0,305434.0,303047.0,299945.0,297217.0,295513.0,295547.0,301002.0,308502.0,318728.0,327217.0,337445.0,344231.0,344231.0,340821.0,335742.0,332707.0,330237.0,332737.0,339933.0,348233.0,351567.0,347933.0,339600.0,331300.0,327300.0
395022,45,"Richmond, VA",Msa,VA,297950.0,298672.0,306298.0,317989.0,325879.0,329282.0,329592.0,327371.0,322592.0,315751.0,311097.0,309343.0,309309.0,311045.0,319674.0,331723.0,343721.0,348533.0,349238.0,344271.0,337739.0,330176.0,326549.0,326515.0,329248.0,334401.0,341276.0,350232.0,359893.0,369906.0,377091.0,381200.0,380166.0,379638.0,379126.0,381633.0,384833.0,389483.0,393026.0,392859.0,389539.0,381313.0,373280.0,365283.0,361633.0
394910,46,"New Orleans, LA",Msa,LA,245967.0,243127.0,243793.0,250127.0,257600.0,262633.0,264267.0,262933.0,260600.0,257600.0,254300.0,251633.0,250000.0,252000.0,256833.0,263467.0,269767.0,272733.0,272733.0,270767.0,269300.0,268667.0,268000.0,266533.0,263867.0,262867.0,264633.0,269633.0,276433.0,282800.0,289100.0,294267.0,297600.0,299600.0,299300.0,299467.0,297833.0,297500.0,299300.0,307633.0,317350.0,325383.0,327050.0,324333.0,321000.0
394425,47,"Buffalo, NY",Msa,NY,174621.0,176317.0,183102.0,191584.0,198369.0,201762.0,203458.0,202644.0,200982.0,197589.0,193314.0,188191.0,184833.0,185884.0,189311.0,196062.0,203187.0,209630.0,213056.0,209969.0,206580.0,202509.0,198810.0,195723.0,192670.0,192975.0,196368.0,203153.0,213365.0,223577.0,230668.0,230634.0,227207.0,224384.0,221407.0,218431.0,215257.0,223562.0,235233.0,249867.0,256567.0,256567.0,249900.0,239900.0,233233.0
395012,48,"Raleigh, NC",Msa,NC,357933.0,359633.0,366633.0,376633.0,383267.0,383267.0,381267.0,377867.0,374233.0,367567.0,361967.0,357300.0,355467.0,356167.0,362833.0,373333.0,383300.0,386633.0,383600.0,378600.0,375233.0,373233.0,368900.0,363900.0,360567.0,363233.0,369600.0,373437.0,379137.0,384470.0,393967.0,399067.0,402700.0,402063.0,398630.0,395497.0,394830.0,399005.0,405139.0,413142.0,418967.0,422300.0,423967.0,426600.0,428361.0
394388,49,"Birmingham, AL",Msa,AL,206683.0,207217.0,215217.0,226800.0,236267.0,239600.0,239900.0,239900.0,238267.0,234633.0,231000.0,229300.0,229600.0,233233.0,239900.0,249900.0,258567.0,265233.0,270267.0,271633.0,272060.0,271727.0,271693.0,269632.0,266598.0,265870.0,267505.0,269172.0,273233.0,278100.0,281967.0,281733.0,276900.0,274330.0,272593.0,275218.0,276254.0,278224.0,278900.0,284158.0,287957.0,289691.0,285466.0,283368.0,281677.0
395053,50,"Salt Lake City, UT",Msa,UT,418757.0,423994.0,431498.0,437555.0,444805.0,448709.0,450156.0,447472.0,442318.0,434814.0,430030.0,427886.0,428207.0,432102.0,439392.0,451898.0,462617.0,469621.0,467834.0,462510.0,457293.0,455507.0,456386.0,459995.0,466998.0,478610.0,487539.0,485896.0,482302.0,485521.0,496530.0,502640.0,501175.0,498420.0,503030.0,515536.0,"","","","","","","","",""
395031,51,"Rochester, NY",Msa,NY,186526.0,193772.0,204135.0,216418.0,225512.0,229643.0,226056.0,218809.0,211562.0,206490.0,202106.0,202106.0,207505.0,219135.0,231853.0,245005.0,252071.0,254788.0,252506.0,247216.0,239027.0,228157.0,220222.0,213012.0,213664.0,223410.0,239820.0,257285.0,266343.0,271636.0,272394.0,272068.0,264821.0,256817.0,249897.0,257143.0,265344.0,278679.0,283800.0,284633.0,277433.0,265267.0,256233.0,246767.0,238233.0
394640,52,"Grand Rapids, MI",Msa,MI,251186.0,259184.0,270413.0,279931.0,286297.0,287897.0,286297.0,281690.0,276859.0,273948.0,275356.0,276955.0,278235.0,281146.0,287257.0,295287.0,300373.0,300661.0,298422.0,293623.0,290104.0,284313.0,281114.0,278235.0,281146.0,285945.0,293943.0,300629.0,305428.0,307060.0,308659.0,308691.0,308659.0,307795.0,310387.0,314678.0,319900.0,327600.0,333825.0,339212.0,343178.0,346953.0,349900.0,349900.0,349472.0
